,AGE,ATTENDANCE,GRADE,INCOME_QUINTILE,PREPARE_ATTENDANCE,PREPARE_GRADE,PREPARE_join_1years_ago,PREPARE_join_2years_ago,PREPARE_join_3years_ago,PREPARE_join_4years_ago,PREPARE_join_this_year,TOTAL_JOIN,TOTAL_OFF,UNI_DIST,join_1years_ago,join_2years_ago,join_3years_ago,join_4years_ago,join_this_year,ADMISSION_수시,ADMISSION_정시,DOUBLE_MAJOR_N,DOUBLE_MAJOR_Y,OCCP_GRP_1_1.인문사회계열,OCCP_GRP_1_2.자연과학계열,OCCP_GRP_1_3.공학계열,OCCP_GRP_1_4.예체능계열,off_1years_ago_N,off_1years_ago_Y,off_2years_ago_N,off_2years_ago_Y,off_3years_ago_N,off_3years_ago_Y,off_4years_ago_N,off_4years_ago_Y,off_this_year_N,off_this_year_Y
17530,0.666666666666667,0.3333333333333335,1.0,0.75,0.354777480398772,0.8934589417771888,0.004772615072904076,0.0,0.03077669789571873,0.000319264408384666,0.005623576995612872,0.005494505494505495,0.4,0.0,0.0,0.0,0.03125,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
15610,0.833333333333333,0.666666666666667,0.40000000000000013,0.75,0.66885300385458,0.3615747914684665,0.012556821117364697,0.0031989845596449434,0.0662401960713101,0.0013453280500180798,0.01114046505415214,0.01098901098901099,0.4,0.011237342553716967,0.0,0.0,0.0625,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
3090,1.0,0.3333333333333335,0.40000000000000013,1.0,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.05846539890260839,0.015145667337000693,0.06380940865478396,0.015998612683868547,0.027472527472527476,0.4,0.052654976537416645,0.0,0.045454545454545456,0.0,0.06382978723404255,0.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
19473,1.0,0.3333333333333335,0.8,0.75,0.41261651440846303,0.6866627101756451,0.023876652870940582,0.035749372396511075,0.04592236523271943,0.0,0.015998612683868547,0.01098901098901099,0.6000000000000001,0.2383921956038528,0.0,0.022727272727272728,0.03125,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
16146,0.666666666666667,0.3333333333333335,0.40000000000000013,0.25,0.354777480398772,0.3784619091454549,0.004772615072904076,0.0,0.0923300936871562,0.000319264408384666,0.005623576995612872,0.016483516483516484,0.6000000000000001,0.006421338602123981,0.0,0.0,0.09375,0.0,0.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
16573,1.0,0.0,1.0,1.0,0.11892477161269438,0.8583283877195563,0.023876652870940582,0.013033345890413769,0.07669906312843816,0.0,0.015998612683868547,0.01098901098901099,0.4,0.5313657693257594,0.0,0.0,0.0625,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
9085,0.833333333333333,0.3333333333333335,0.6000000000000001,0.75,0.37516126105881165,0.5332404690123778,0.012556821117364697,0.048631037571839564,0.004686800279872644,0.08642453958973002,0.01114046505415214,0.03296703296703297,0.4,0.22474685107433934,0.0,0.045454545454545456,0.0,0.0851063829787234,0.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
15932,1.0,0.3333333333333335,0.8,0.25,0.41261651440846303,0.6866627101756451,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.0,0.015998612683868547,0.005494505494505495,0.4,0.1380587799456656,0.0,0.0,0.03125,0.0,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
19047,1.0,0.3333333333333335,0.40000000000000013,1.0,0.41261651440846303,0.34333135508782253,0.080786752725202,0.035749372396511075,0.04592236523271943,0.0,0.015998612683868547,0.02197802197802198,0.6000000000000001,0.017658681155840947,0.05714285714285714,0.022727272727272728,0.03125,0.0,0.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
16134,1.0,0.666666666666667,0.6000000000000001,1.0,0.7063082572042314,0.5149970326317338,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.0,0.015998612683868547,0.005494505494505495,0.4,0.0016053346505309953,0.0,0.0,0.03125,0.0,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
17539,0.833333333333333,0.666666666666667,0.6000000000000001,0.75,0.66885300385458,0.5332404690123778,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.005494505494505495,0.4,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
19969,1.0,0.3333333333333335,0.6000000000000001,0.75,0.41261651440846303,0.5149970326317338,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.0,0.015998612683868547,0.005494505494505495,0.6000000000000001,0.0016053346505309953,0.0,0.0,0.03125,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
16324,0.666666666666667,0.3333333333333335,0.6000000000000001,0.25,0.354777480398772,0.5501275866893661,0.004772615072904076,0.02271602650609731,0.0,0.000319264408384666,0.020689886435073284,0.01098901098901099,0.4,0.49604840701407754,0.0,0.022727272727272728,0.0,0.0,0.015151515151515152,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
530,0.666666666666667,0.3333333333333335,0.6000000000000001,1.0,0.354777480398772,0.5501275866893661,0.004772615072904076,0.04543205301219462,0.06155339579143746,0.021589067293312652,0.005623576995612872,0.027472527472527476,0.4,0.2748332921709064,0.0,0.045454545454545456,0.0625,0.02127659574468085,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
1665,1.0,1.0,0.40000000000000013,0.5,1.0,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.13825245891987561,0.19142822596435188,0.015998612683868547,0.07142857142857144,0.4,0.0053099530748332915,0.0,0.0,0.125,0.19148936170212766,0.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
16033,0.833333333333333,0.3333333333333335,0.40000000000000013,0.75,0.37516126105881165,0.3615747914684665,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.005494505494505495,0.4,0.016053346505309953,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
4861,0.666666666666667,0.3333333333333335,0.19999999999999996,0.75,0.354777480398772,0.20679623160154365,0.004772615072904076,0.0,0.0923300936871562,0.021589067293312652,0.005623576995612872,0.02197802197802198,0.4,0.00040133366263274883,0.0,0.0,0.09375,0.02127659574468085,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
267,1.0,1.0,0.8,0.75,1.0,0.6866627101756451,0.023876652870940582,0.0811814254087057,0.13825245891987561,0.04253960576985597,0.015998612683868547,0.049450549450549455,0.6000000000000001,0.005172744985044319,0.0,0.06818181818181818,0.125,0.0425531914893617,0.0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
19903,0.666666666666667,0.0,0.8,0.25,0.061085737603003065,0.7217932642332774,0.0901377648542962,0.0,0.0,0.021589067293312652,0.09602143363237535,0.05494505494505495,0.4,0.012682143739194863,0.08571428571428572,0.0,0.0,0.02127659574468085,0.09090909090909091,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
1666,1.0,0.3333333333333335,1.0,0.75,0.41261651440846303,0.8583283877195563,0.023876652870940582,0.013033345890413769,0.015145667337000693,0.04253960576985597,0.015998612683868547,0.01098901098901099,0.6000000000000001,0.011237342553716967,0.0,0.0,0.0,0.0425531914893617,0.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
20559,0.666666666666667,0.3333333333333335,0.6000000000000001,0.25,0.354777480398772,0.5501275866893661,0.004772615072904076,0.02271602650609731,0.12310679158287491,0.000319264408384666,0.005623576995612872,0.027472527472527476,0.4,0.03852803161274389,0.0,0.022727272727272728,0.125,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
7807,0.666666666666667,0.3333333333333335,0.40000000000000013,0.75,0.354777480398772,0.3784619091454549,0.004772615072904076,0.0,0.03077669789571873,0.04285887017824064,0.005623576995612872,0.016483516483516484,0.4,0.09150407508026673,0.0,0.0,0.03125,0.0425531914893617,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
9193,0.666666666666667,0.3333333333333335,0.6000000000000001,0.75,0.354777480398772,0.5501275866893661,0.004772615072904076,0.0,0.03077669789571873,0.04285887017824064,0.005623576995612872,0.016483516483516484,0.4,0.02140446200707994,0.0,0.0,0.03125,0.0425531914893617,0.0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
9156,0.666666666666667,1.0,0.6000000000000001,1.0,0.9421609659903091,0.5501275866893661,0.3462332141984725,0.15901218554268118,0.2154368852700311,0.06412867306316862,0.38228131298212326,0.2967032967032967,0.4,0.003924151367964655,0.34285714285714286,0.1590909090909091,0.21875,0.06382978723404255,0.3787878787878788,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
19689,0.833333333333333,0.666666666666667,1.0,1.0,0.66885300385458,0.8765718241002003,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.005494505494505495,0.4,0.004816003951592986,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
9148,0.666666666666667,0.3333333333333335,0.19999999999999996,0.75,0.354777480398772,0.20679623160154365,0.03322766500003478,0.04543205301219462,0.12310679158287491,0.0853984759480966,0.1261540525112962,0.1043956043956044,0.8,0.01909503321157921,0.02857142857142857,0.045454545454545456,0.125,0.0851063829787234,0.12121212121212122,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
11904,1.0,0.3333333333333335,0.6000000000000001,0.25,0.41261651440846303,0.5149970326317338,0.023876652870940582,0.05846539890260839,0.04592236523271943,0.02126980288492799,0.03106492212332896,0.027472527472527476,0.6000000000000001,0.0019264015806371943,0.0,0.045454545454545456,0.03125,0.02127659574468085,0.015151515151515152,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
17250,0.666666666666667,0.3333333333333335,0.6000000000000001,0.25,0.354777480398772,0.5501275866893661,0.004772615072904076,0.0,0.0,0.04285887017824064,0.005623576995612872,0.01098901098901099,0.6000000000000001,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
4924,0.666666666666667,0.3333333333333335,0.6000000000000001,1.0,0.354777480398772,0.5501275866893661,0.004772615072904076,0.02271602650609731,0.0923300936871562,0.000319264408384666,0.020689886435073284,0.027472527472527476,0.4,0.029538157569770313,0.0,0.022727272727272728,0.09375,0.0,0.015151515151515152,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
1781,0.833333333333333,0.3333333333333335,0.40000000000000013,0.75,0.37516126105881165,0.3615747914684665,0.0410118710444954,0.0031989845596449434,0.0662401960713101,0.04388493381987405,0.01114046505415214,0.027472527472527476,0.4,0.02022721659669054,0.02857142857142857,0.0,0.0625,0.0425531914893617,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
4474,0.666666666666667,0.3333333333333335,1.0,0.75,0.354777480398772,0.8934589417771888,0.03322766500003478,0.04543205301219462,0.06155339579143746,0.04285887017824064,0.020689886435073284,0.04395604395604396,0.6000000000000001,0.15551679427019016,0.02857142857142857,0.045454545454545456,0.0625,0.0425531914893617,0.015151515151515152,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
6041,1.0,0.3333333333333335,0.40000000000000013,0.5,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.10747576102415687,0.04253960576985597,0.06119754100224979,0.04395604395604396,0.4,0.016655346999259076,0.0,0.0,0.09375,0.0425531914893617,0.045454545454545456,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
19264,1.0,0.3333333333333335,0.40000000000000013,0.25,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.015145667337000693,0.04253960576985597,0.015998612683868547,0.01098901098901099,0.6000000000000001,0.011237342553716967,0.0,0.0,0.0,0.0425531914893617,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
10688,0.666666666666667,0.3333333333333335,1.0,0.75,0.354777480398772,0.8934589417771888,0.0901377648542962,0.09086410602438924,0.0,0.0853984759480966,0.03575619587453369,0.07142857142857144,0.4,0.004816003951592986,0.08571428571428572,0.09090909090909091,0.0,0.0851063829787234,0.030303030303030304,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
18816,0.666666666666667,0.3333333333333335,0.19999999999999996,0.75,0.354777480398772,0.20679623160154365,0.004772615072904076,0.0,0.0,0.04285887017824064,0.020689886435073284,0.016483516483516484,0.4,0.029431135259734908,0.0,0.0,0.0,0.0425531914893617,0.015151515151515152,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
9219,0.666666666666667,1.0,0.40000000000000013,1.0,0.9421609659903091,0.3784619091454549,0.004772615072904076,0.09086410602438924,0.06155339579143746,0.19174749037273653,0.005623576995612872,0.08241758241758243,0.4,0.0074915617024779784,0.0,0.09090909090909091,0.0625,0.19148936170212766,0.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
18561,0.666666666666667,0.3333333333333335,0.6000000000000001,1.0,0.354777480398772,0.5501275866893661,0.004772615072904076,0.0,0.0,0.021589067293312652,0.005623576995612872,0.005494505494505495,0.4,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
10725,0.666666666666667,0.3333333333333335,0.6000000000000001,0.75,0.354777480398772,0.5501275866893661,0.004772615072904076,0.0,0.06155339579143746,0.021589067293312652,0.005623576995612872,0.016483516483516484,0.4,0.008561784802831974,0.0,0.0,0.0625,0.02127659574468085,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
19895,1.0,0.3333333333333335,0.8,1.0,0.41261651440846303,0.6866627101756451,0.023876652870940582,0.013033345890413769,0.07669906312843816,0.0,0.015998612683868547,0.01098901098901099,0.4,0.002408001975796493,0.0,0.0,0.0625,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
18619,1.0,0.0,1.0,1.0,0.11892477161269438,0.8583283877195563,0.023876652870940582,0.013033345890413769,0.10747576102415687,0.02126980288492799,0.015998612683868547,0.02197802197802198,0.4,0.0,0.0,0.0,0.09375,0.02127659574468085,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
8911,1.0,0.3333333333333335,0.40000000000000013,0.75,0.41261651440846303,0.34333135508782253,0.05233170279807128,0.013033345890413769,0.13825245891987561,0.0,0.015998612683868547,0.027472527472527476,0.6000000000000001,0.08251420103729316,0.02857142857142857,0.0,0.125,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
13502,0.833333333333333,0.3333333333333335,0.6000000000000001,0.25,0.37516126105881165,0.5332404690123778,0.0410118710444954,0.18492719660842344,0.31245377923705997,0.022615130934946066,0.026206774493612552,0.11538461538461539,0.6000000000000001,0.17276458620000235,0.02857142857142857,0.18181818181818182,0.3125,0.02127659574468085,0.015151515151515152,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
5583,0.833333333333333,0.3333333333333335,0.8,0.25,0.37516126105881165,0.704906146556289,0.012556821117364697,0.025915011065742254,0.18934698765418503,0.0013453280500180798,0.01114046505415214,0.038461538461538464,0.4,0.03990403274177046,0.0,0.022727272727272728,0.1875,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
19581,0.666666666666667,0.3333333333333335,0.40000000000000013,1.0,0.354777480398772,0.3784619091454549,0.03322766500003478,0.0,0.0,0.021589067293312652,0.005623576995612872,0.01098901098901099,0.6000000000000001,0.22474685107433934,0.02857142857142857,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
19109,0.666666666666667,0.3333333333333335,0.19999999999999996,0.25,0.354777480398772,0.20679623160154365,0.03322766500003478,0.0,0.0,0.021589067293312652,0.005623576995612872,0.01098901098901099,0.6000000000000001,0.029698691034823414,0.02857142857142857,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
4657,1.0,1.0,0.0,0.75,1.0,0.0,0.023876652870940582,0.035749372396511075,0.10747576102415687,0.19142822596435188,0.015998612683868547,0.07142857142857144,0.4,0.0,0.0,0.022727272727272728,0.09375,0.19148936170212766,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
13511,0.833333333333333,0.0,0.6000000000000001,1.0,0.08146951826304272,0.5332404690123778,0.0694669209716261,0.048631037571839564,0.15857028975846632,0.0013453280500180798,0.01114046505415214,0.049450549450549455,0.4,0.038706402129469554,0.05714285714285714,0.045454545454545456,0.15625,0.0,0.0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
1473,0.666666666666667,0.666666666666667,0.40000000000000013,0.75,0.6484692231945404,0.3784619091454549,0.1755029146356883,0.15901218554268118,0.2154368852700311,0.17047768748780856,0.05082250531399411,0.17032967032967034,0.4,0.0006732048534484819,0.17142857142857143,0.1590909090909091,0.21875,0.1702127659574468,0.045454545454545456,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
17731,0.666666666666667,0.3333333333333335,0.40000000000000013,0.75,0.354777480398772,0.3784619091454549,0.03322766500003478,0.0,0.03077669789571873,0.04285887017824064,0.005623576995612872,0.02197802197802198,0.4,0.011237342553716967,0.02857142857142857,0.0,0.03125,0.0425531914893617,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
17375,1.0,0.3333333333333335,0.19999999999999996,0.5,0.41261651440846303,0.17166567754391132,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.04253960576985597,0.015998612683868547,0.016483516483516484,0.6000000000000001,0.016053346505309953,0.0,0.0,0.03125,0.0425531914893617,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
1966,0.666666666666667,0.3333333333333335,0.8,0.25,0.354777480398772,0.7217932642332774,0.004772615072904076,0.02271602650609731,0.12310679158287491,0.0853984759480966,0.005623576995612872,0.049450549450549455,0.6000000000000001,0.003389039817787657,0.0,0.022727272727272728,0.125,0.0851063829787234,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
3346,0.833333333333333,0.0,1.0,0.5,0.08146951826304272,0.8765718241002003,0.0410118710444954,0.025915011065742254,0.09701689396702884,0.0013453280500180798,0.01114046505415214,0.027472527472527476,0.4,0.009310940973079773,0.02857142857142857,0.022727272727272728,0.09375,0.0,0.0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
371,0.833333333333333,0.0,0.19999999999999996,0.25,0.08146951826304272,0.18990911392455523,0.0694669209716261,0.0031989845596449434,0.004686800279872644,0.022615130934946066,0.026206774493612552,0.02197802197802198,0.6000000000000001,0.06862805631020005,0.05714285714285714,0.0,0.0,0.02127659574468085,0.015151515151515152,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
16804,1.0,0.3333333333333335,0.6000000000000001,0.25,0.41261651440846303,0.5149970326317338,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.08507921153971196,0.015998612683868547,0.027472527472527476,0.4,0.25203754013336627,0.0,0.0,0.03125,0.0851063829787234,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
5874,1.0,0.3333333333333335,0.6000000000000001,0.75,0.41261651440846303,0.5149970326317338,0.05233170279807128,0.10389745191480301,0.04592236523271943,0.04253960576985597,0.03106492212332896,0.049450549450549455,0.4,0.10006585988309871,0.02857142857142857,0.09090909090909091,0.03125,0.0425531914893617,0.015151515151515152,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
14905,0.666666666666667,0.0,0.40000000000000013,0.25,0.061085737603003065,0.3784619091454549,0.11859281478142691,0.0,0.0923300936871562,0.000319264408384666,0.005623576995612872,0.038461538461538464,0.4,0.052058709381505135,0.11428571428571428,0.0,0.09375,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
9803,0.666666666666667,1.0,0.6000000000000001,1.0,0.9421609659903091,0.5501275866893661,0.06168271492716548,0.06814807951829194,0.27699028106146856,0.000319264408384666,0.03575619587453369,0.08791208791208792,0.6000000000000001,0.014648678686095332,0.05714285714285714,0.06818181818181818,0.28125,0.0,0.030303030303030304,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
67,0.666666666666667,0.0,0.8,0.5,0.061085737603003065,0.7217932642332774,0.004772615072904076,0.0,0.0,0.21301729325766453,0.005623576995612872,0.05494505494505495,0.4,0.002247468510743393,0.0,0.0,0.0,0.2127659574468085,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
16386,1.0,0.3333333333333335,0.40000000000000013,0.75,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.0,0.03106492212332896,0.01098901098901099,0.4,0.008026673252654977,0.0,0.0,0.03125,0.0,0.015151515151515152,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
20205,0.833333333333333,0.3333333333333335,0.6000000000000001,1.0,0.37516126105881165,0.5332404690123778,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.005494505494505495,0.4,0.027290689059026922,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
20506,1.0,0.3333333333333335,0.40000000000000013,1.0,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.035749372396511075,0.015145667337000693,0.0,0.015998612683868547,0.005494505494505495,0.4,0.009632007903185972,0.0,0.022727272727272728,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
6361,0.666666666666667,0.3333333333333335,0.6000000000000001,0.5,0.354777480398772,0.5501275866893661,0.004772615072904076,0.02271602650609731,0.12310679158287491,0.06412867306316862,0.005623576995612872,0.04395604395604396,0.4,0.01966534946900469,0.0,0.022727272727272728,0.125,0.06382978723404255,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
7611,0.833333333333333,0.0,0.40000000000000013,0.25,0.08146951826304272,0.3615747914684665,0.0694669209716261,0.025915011065742254,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.02197802197802198,0.6000000000000001,0.008428006915287726,0.05714285714285714,0.022727272727272728,0.0,0.02127659574468085,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
10332,0.666666666666667,0.3333333333333335,0.19999999999999996,0.75,0.354777480398772,0.20679623160154365,0.004772615072904076,0.09086410602438924,0.06155339579143746,0.021589067293312652,0.020689886435073284,0.04395604395604396,0.4,0.009632007903185972,0.0,0.09090909090909091,0.0625,0.02127659574468085,0.015151515151515152,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
6251,0.666666666666667,0.0,0.40000000000000013,1.0,0.061085737603003065,0.3784619091454549,0.03322766500003478,0.0,0.03077669789571873,0.06412867306316862,0.005623576995612872,0.027472527472527476,0.4,0.010595208693504568,0.02857142857142857,0.0,0.03125,0.06382978723404255,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
4882,0.666666666666667,0.3333333333333335,0.8,1.0,0.354777480398772,0.7217932642332774,0.03322766500003478,0.0,0.0923300936871562,0.021589067293312652,0.03575619587453369,0.038461538461538464,0.6000000000000001,0.047013371908407715,0.02857142857142857,0.0,0.09375,0.02127659574468085,0.030303030303030304,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
18890,0.833333333333333,0.3333333333333335,0.6000000000000001,1.0,0.37516126105881165,0.5332404690123778,0.012556821117364697,0.0031989845596449434,0.12779359186274758,0.022615130934946066,0.04127308393307296,0.038461538461538464,0.4,0.009632007903185972,0.0,0.0,0.125,0.02127659574468085,0.030303030303030304,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
374,0.833333333333333,0.3333333333333335,0.40000000000000013,1.0,0.37516126105881165,0.3615747914684665,0.012556821117364697,0.048631037571839564,0.004686800279872644,0.0013453280500180798,0.01114046505415214,0.01098901098901099,0.6000000000000001,0.016053346505309953,0.0,0.045454545454545456,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
13547,0.833333333333333,0.3333333333333335,0.6000000000000001,0.75,0.37516126105881165,0.5332404690123778,0.0410118710444954,0.0031989845596449434,0.18934698765418503,0.107694342474658,0.01114046505415214,0.06593406593406594,0.4,0.03518358442413765,0.02857142857142857,0.0,0.1875,0.10638297872340426,0.0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
18520,0.666666666666667,0.3333333333333335,0.40000000000000013,0.75,0.354777480398772,0.3784619091454549,0.004772615072904076,0.0,0.0,0.0853984759480966,0.005623576995612872,0.02197802197802198,0.6000000000000001,0.03250802667325266,0.0,0.0,0.0,0.0851063829787234,0.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
15147,1.0,0.0,0.8,0.25,0.11892477161269438,0.6866627101756451,0.023876652870940582,0.013033345890413769,0.015145667337000693,0.02126980288492799,0.015998612683868547,0.005494505494505495,0.4,0.012842677204247963,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
19222,1.0,0.3333333333333335,0.0,0.25,0.41261651440846303,0.0,0.023876652870940582,0.013033345890413769,0.015145667337000693,0.02126980288492799,0.015998612683868547,0.005494505494505495,0.6000000000000001,0.16213879970363052,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
189,1.0,0.3333333333333335,0.6000000000000001,1.0,0.41261651440846303,0.5149970326317338,0.023876652870940582,0.013033345890413769,0.07669906312843816,0.0,0.015998612683868547,0.01098901098901099,0.4,0.0,0.0,0.0,0.0625,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
11964,1.0,0.3333333333333335,1.0,0.25,0.41261651440846303,0.8583283877195563,0.023876652870940582,0.013033345890413769,0.2305825526070318,0.04253960576985597,0.015998612683868547,0.049450549450549455,0.6000000000000001,0.15999835350292257,0.0,0.0,0.21875,0.0425531914893617,0.0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
6415,0.5,0.3333333333333335,0.19999999999999996,0.25,0.33184781628849624,0.23428397895619896,0.0284550499271307,0.0004948337317182867,0.0004389427812560229,0.035663391643666935,0.0,0.005494505494505495,0.6000000000000001,0.17738947888367498,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
6279,0.666666666666667,0.666666666666667,0.6000000000000001,0.25,0.6484692231945404,0.5501275866893661,0.004772615072904076,0.02271602650609731,0.0,0.000319264408384666,0.005623576995612872,0.005494505494505495,0.6000000000000001,0.36280563102000496,0.0,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
