,AGE,ATTENDANCE,GRADE,INCOME_QUINTILE,PREPARE_ATTENDANCE,PREPARE_GRADE,PREPARE_join_1years_ago,PREPARE_join_2years_ago,PREPARE_join_3years_ago,PREPARE_join_4years_ago,PREPARE_join_this_year,TOTAL_JOIN,TOTAL_OFF,UNI_DIST,join_1years_ago,join_2years_ago,join_3years_ago,join_4years_ago,join_this_year,ADMISSION_수시,ADMISSION_정시,DOUBLE_MAJOR_N,DOUBLE_MAJOR_Y,OCCP_GRP_1_1.인문사회계열,OCCP_GRP_1_2.자연과학계열,OCCP_GRP_1_3.공학계열,OCCP_GRP_1_4.예체능계열,off_1years_ago_N,off_1years_ago_Y,off_2years_ago_N,off_2years_ago_Y,off_3years_ago_N,off_3years_ago_Y,off_4years_ago_N,off_4years_ago_Y,off_this_year_N,off_this_year_Y
15093,0.833333333333333,0.3333333333333335,0.8,1.0,0.37516126105881165,0.704906146556289,0.0410118710444954,0.0031989845596449434,0.004686800279872644,0.0013453280500180798,0.01114046505415214,0.005494505494505495,0.4,0.048160039515929856,0.02857142857142857,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
19200,1.0,0.0,0.19999999999999996,0.25,0.11892477161269438,0.17166567754391132,0.023876652870940582,0.013033345890413769,0.07669906312843816,0.0,0.015998612683868547,0.01098901098901099,0.4,0.03852803161274389,0.0,0.0,0.0625,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1913,0.666666666666667,0.3333333333333335,0.40000000000000013,0.75,0.354777480398772,0.3784619091454549,0.0901377648542962,0.0,0.06155339579143746,0.04285887017824064,0.005623576995612872,0.038461538461538464,0.4,0.025685354408495925,0.08571428571428572,0.0,0.0625,0.0425531914893617,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1875,0.833333333333333,0.3333333333333335,0.6000000000000001,0.75,0.37516126105881165,0.5332404690123778,0.0410118710444954,0.0031989845596449434,0.0662401960713101,0.04388493381987405,0.01114046505415214,0.027472527472527476,0.4,0.0,0.02857142857142857,0.0,0.0625,0.0425531914893617,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
19078,0.833333333333333,0.0,0.40000000000000013,0.25,0.08146951826304272,0.3615747914684665,0.0410118710444954,0.0031989845596449434,0.004686800279872644,0.0013453280500180798,0.0714057028119938,0.027472527472527476,0.4,0.15025932328970115,0.02857142857142857,0.0,0.0,0.0,0.06060606060606061,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
11645,0.833333333333333,0.666666666666667,0.6000000000000001,0.75,0.66885300385458,0.5332404690123778,0.12637702082588753,0.0031989845596449434,0.004686800279872644,0.0013453280500180798,0.026206774493612552,0.027472527472527476,0.4,0.12682143739194862,0.11428571428571428,0.0,0.0,0.0,0.015151515151515152,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
11271,0.833333333333333,0.0,0.0,0.5,0.08146951826304272,0.018243436380643963,0.012556821117364697,0.025915011065742254,0.004686800279872644,0.0013453280500180798,0.10153832169091462,0.038461538461538464,0.4,0.0378400310482306,0.0,0.022727272727272728,0.0,0.0,0.09090909090909091,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
12790,0.5,1.0,0.6000000000000001,1.0,0.9192313018800332,0.5776153340440215,0.0284550499271307,0.045926886743912904,0.09276903646841222,0.035663391643666935,0.0,0.03296703296703297,0.4,0.056989380093850336,0.02857142857142857,0.045454545454545456,0.09375,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
6313,0.666666666666667,1.0,0.19999999999999996,0.5,0.9421609659903091,0.20679623160154365,0.0901377648542962,0.06814807951829194,0.03077669789571873,0.0853984759480966,0.05082250531399411,0.07692307692307693,0.4,0.08508273647814275,0.08571428571428572,0.06818181818181818,0.03125,0.0851063829787234,0.045454545454545456,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
8004,0.3333333333333335,0.0,0.8,0.25,0.03666202396462337,0.7673982029764925,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.4,0.024080019757964928,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
8530,0.3333333333333335,0.666666666666667,0.19999999999999996,0.5,0.6240455095561607,0.25240117034475873,0.032528302477556024,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.01098901098901099,0.6000000000000001,0.012040009878982464,0.02857142857142857,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
735,0.3333333333333335,0.666666666666667,0.19999999999999996,0.25,0.6240455095561607,0.25240117034475873,0.032528302477556024,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.6000000000000001,0.0016053346505309953,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
7150,0.3333333333333335,0.666666666666667,0.40000000000000013,1.0,0.6240455095561607,0.42406684788867,0.032528302477556024,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.018299042458221663,0.01098901098901099,0.6000000000000001,0.0008026673252654977,0.02857142857142857,0.0,0.0,0.0,0.015151515151515152,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
10448,1.0,0.3333333333333335,0.40000000000000013,1.0,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.015145667337000693,0.02126980288492799,0.015998612683868547,0.005494505494505495,0.6000000000000001,0.18461348481106446,0.0,0.0,0.0,0.02127659574468085,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
8317,0.3333333333333335,0.3333333333333335,0.6000000000000001,1.0,0.3303537667603923,0.5957325254325813,0.004073252550425319,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.6000000000000001,0.032106693010619906,0.0,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
7627,0.833333333333333,0.0,0.40000000000000013,0.25,0.08146951826304272,0.3615747914684665,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.04388493381987405,0.01114046505415214,0.01098901098901099,0.6000000000000001,0.006421338602123981,0.0,0.0,0.0,0.0425531914893617,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
7414,0.3333333333333335,0.0,0.8,0.5,0.03666202396462337,0.7673982029764925,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.38528031612743885,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
9563,0.3333333333333335,0.3333333333333335,0.6000000000000001,0.75,0.3303537667603923,0.5957325254325813,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.019799127356548943,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
1112,0.3333333333333335,0.3333333333333335,0.19999999999999996,1.0,0.3303537667603923,0.25240117034475873,0.032528302477556024,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.01098901098901099,0.6000000000000001,0.05779204741911583,0.02857142857142857,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
11504,1.0,0.3333333333333335,1.0,0.75,0.41261651440846303,0.8583283877195563,0.023876652870940582,0.035749372396511075,0.015145667337000693,0.0,0.015998612683868547,0.005494505494505495,0.6000000000000001,0.008026673252654977,0.0,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
14497,0.666666666666667,0.666666666666667,0.8,0.25,0.6484692231945404,0.7217932642332774,0.004772615072904076,0.06814807951829194,0.0,0.000319264408384666,0.005623576995612872,0.016483516483516484,0.6000000000000001,0.02354490820778793,0.0,0.06818181818181818,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
3076,0.666666666666667,0.3333333333333335,0.6000000000000001,0.5,0.354777480398772,0.5501275866893661,0.004772615072904076,0.02271602650609731,0.12310679158287491,0.000319264408384666,0.03575619587453369,0.038461538461538464,0.6000000000000001,0.1873654870691176,0.0,0.022727272727272728,0.125,0.0,0.030303030303030304,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
13671,0.666666666666667,0.3333333333333335,0.40000000000000013,0.5,0.354777480398772,0.3784619091454549,0.004772615072904076,0.06814807951829194,0.06155339579143746,0.06412867306316862,0.005623576995612872,0.04395604395604396,0.6000000000000001,0.004414670288960237,0.0,0.06818181818181818,0.0625,0.06382978723404255,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
3813,0.3333333333333335,0.0,0.19999999999999996,0.5,0.03666202396462337,0.25240117034475873,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.5024697456162015,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
11655,0.5,0.666666666666667,0.6000000000000001,0.25,0.6255395590842645,0.5776153340440215,0.0,0.0004948337317182867,0.0004389427812560229,0.035663391643666935,0.015066309439460412,0.005494505494505495,0.6000000000000001,0.009632007903185972,0.0,0.0,0.0,0.0,0.015151515151515152,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
9251,0.666666666666667,0.3333333333333335,0.6000000000000001,1.0,0.354777480398772,0.5501275866893661,0.03322766500003478,0.0,0.0,0.000319264408384666,0.020689886435073284,0.01098901098901099,0.6000000000000001,0.0016053346505309953,0.02857142857142857,0.0,0.0,0.0,0.015151515151515152,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
12133,0.666666666666667,0.3333333333333335,0.19999999999999996,1.0,0.354777480398772,0.20679623160154365,0.03322766500003478,0.0,0.0,0.000319264408384666,0.020689886435073284,0.01098901098901099,0.6000000000000001,0.0016053346505309953,0.02857142857142857,0.0,0.0,0.0,0.015151515151515152,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
12007,0.833333333333333,0.3333333333333335,0.19999999999999996,1.0,0.37516126105881165,0.18990911392455523,0.012556821117364697,0.025915011065742254,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.01098901098901099,0.6000000000000001,0.032106693010619906,0.0,0.022727272727272728,0.0,0.02127659574468085,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
11535,0.3333333333333335,0.3333333333333335,0.40000000000000013,0.25,0.3303537667603923,0.42406684788867,0.06098335240468673,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.016483516483516484,0.6000000000000001,0.49123240306248456,0.05714285714285714,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
6635,0.3333333333333335,0.3333333333333335,1.0,0.25,0.3303537667603923,0.9390638805204038,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.04334403556433687,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
8762,0.3333333333333335,0.0,0.8,0.25,0.03666202396462337,0.7673982029764925,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.032106693010619906,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
5220,0.3333333333333335,0.3333333333333335,0.8,0.25,0.3303537667603923,0.7673982029764925,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.011237342553716967,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
13477,0.833333333333333,0.3333333333333335,0.19999999999999996,0.25,0.37516126105881165,0.18990911392455523,0.0694669209716261,0.025915011065742254,0.004686800279872644,0.0013453280500180798,0.01114046505415214,0.016483516483516484,0.6000000000000001,0.029966246809911914,0.05714285714285714,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
8663,0.3333333333333335,0.666666666666667,0.40000000000000013,0.25,0.6240455095561607,0.42406684788867,0.032528302477556024,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.6000000000000001,0.028896023709557916,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
32,0.3333333333333335,0.3333333333333335,0.8,0.75,0.3303537667603923,0.7673982029764925,0.004073252550425319,0.04924946116778185,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.01098901098901099,0.6000000000000001,0.032748826870832304,0.0,0.045454545454545456,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
13914,0.3333333333333335,0.0,0.8,0.25,0.03666202396462337,0.7673982029764925,0.004073252550425319,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.6000000000000001,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
9969,0.666666666666667,1.0,0.6000000000000001,0.25,0.9421609659903091,0.5501275866893661,0.03322766500003478,0.0,0.03077669789571873,0.000319264408384666,0.005623576995612872,0.01098901098901099,0.6000000000000001,0.21511484317115337,0.02857142857142857,0.0,0.03125,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
5492,0.3333333333333335,0.3333333333333335,0.8,1.0,0.3303537667603923,0.7673982029764925,0.032528302477556024,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.01098901098901099,0.6000000000000001,0.023277352432699433,0.02857142857142857,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
1894,0.666666666666667,0.3333333333333335,1.0,1.0,0.354777480398772,0.8934589417771888,0.0901377648542962,0.0,0.0,0.000319264408384666,0.005623576995612872,0.016483516483516484,0.6000000000000001,0.04280892401415988,0.08571428571428572,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
5593,0.833333333333333,0.0,0.40000000000000013,1.0,0.08146951826304272,0.3615747914684665,0.0694669209716261,0.025915011065742254,0.03546349817559138,0.0013453280500180798,0.01114046505415214,0.02197802197802198,0.6000000000000001,0.008026673252654977,0.05714285714285714,0.022727272727272728,0.03125,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
9993,0.3333333333333335,0.666666666666667,0.8,0.75,0.6240455095561607,0.7673982029764925,0.004073252550425319,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.6000000000000001,0.07866139787601877,0.0,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
13558,0.833333333333333,0.666666666666667,0.8,1.0,0.66885300385458,0.704906146556289,0.0410118710444954,0.0031989845596449434,0.004686800279872644,0.0013453280500180798,0.01114046505415214,0.005494505494505495,0.6000000000000001,0.004816003951592986,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
10848,0.5,0.3333333333333335,0.6000000000000001,0.25,0.33184781628849624,0.5776153340440215,0.0,0.0004948337317182867,0.0004389427812560229,0.035663391643666935,0.0,0.0,0.6000000000000001,0.008026673252654977,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
1756,0.833333333333333,0.3333333333333335,0.40000000000000013,0.25,0.37516126105881165,0.3615747914684665,0.0979219708987568,0.0031989845596449434,0.0662401960713101,0.022615130934946066,0.04127308393307296,0.04395604395604396,0.6000000000000001,0.03491602864904915,0.08571428571428572,0.0,0.0625,0.02127659574468085,0.030303030303030304,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
14062,0.3333333333333335,0.3333333333333335,0.40000000000000013,0.25,0.3303537667603923,0.42406684788867,0.06098335240468673,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.018299042458221663,0.02197802197802198,0.6000000000000001,0.009310940973079773,0.05714285714285714,0.022727272727272728,0.0,0.0,0.015151515151515152,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
6644,0.3333333333333335,0.3333333333333335,0.8,1.0,0.3303537667603923,0.7673982029764925,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.022474685107433934,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
2103,0.5,0.666666666666667,0.8,0.25,0.6255395590842645,0.7492810115879327,0.0284550499271307,0.0004948337317182867,0.0004389427812560229,0.035663391643666935,0.0,0.005494505494505495,0.6000000000000001,0.38849098542850086,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
6859,0.833333333333333,0.3333333333333335,0.6000000000000001,0.25,0.37516126105881165,0.5332404690123778,0.0410118710444954,0.0031989845596449434,0.004686800279872644,0.0013453280500180798,0.01114046505415214,0.005494505494505495,0.6000000000000001,0.3210669301061991,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
1363,0.666666666666667,0.666666666666667,0.40000000000000013,0.5,0.6484692231945404,0.3784619091454549,0.0901377648542962,0.0,0.0,0.000319264408384666,0.03575619587453369,0.027472527472527476,0.6000000000000001,0.016053346505309953,0.08571428571428572,0.0,0.0,0.0,0.030303030303030304,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
2871,0.666666666666667,1.0,0.8,0.75,0.9421609659903091,0.7217932642332774,0.03322766500003478,0.06814807951829194,0.0,0.000319264408384666,0.005623576995612872,0.02197802197802198,0.6000000000000001,0.011237342553716967,0.02857142857142857,0.06818181818181818,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
8036,0.3333333333333335,0.3333333333333335,0.40000000000000013,0.75,0.3303537667603923,0.42406684788867,0.06098335240468673,0.07196548767387917,0.048759360975837225,0.035663391643666935,0.018299042458221663,0.03296703296703297,0.6000000000000001,0.08829340577920475,0.05714285714285714,0.06818181818181818,0.0,0.0,0.015151515151515152,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
5132,0.3333333333333335,0.3333333333333335,0.40000000000000013,0.75,0.3303537667603923,0.42406684788867,0.032528302477556024,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.6000000000000001,0.011237342553716967,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
12857,1.0,1.0,1.0,0.75,1.0,0.8583283877195563,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.0,0.04613123156278937,0.016483516483516484,0.6000000000000001,0.017658681155840947,0.0,0.0,0.03125,0.0,0.030303030303030304,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
8073,0.3333333333333335,0.3333333333333335,0.40000000000000013,0.25,0.3303537667603923,0.42406684788867,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.7079525808841689,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
4361,0.833333333333333,0.666666666666667,0.40000000000000013,0.5,0.66885300385458,0.3615747914684665,0.0410118710444954,0.0031989845596449434,0.004686800279872644,0.0013453280500180798,0.01114046505415214,0.005494505494505495,0.6000000000000001,0.08347740182761176,0.02857142857142857,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
11555,0.666666666666667,0.666666666666667,0.8,0.25,0.6484692231945404,0.7217932642332774,0.004772615072904076,0.02271602650609731,0.0,0.000319264408384666,0.005623576995612872,0.005494505494505495,0.6000000000000001,0.03050135836008891,0.0,0.022727272727272728,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
11093,0.3333333333333335,0.0,0.40000000000000013,0.25,0.03666202396462337,0.42406684788867,0.004073252550425319,0.0038174081555872354,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.0,0.6000000000000001,0.4551123734255372,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
13446,1.0,0.666666666666667,0.40000000000000013,0.25,0.7063082572042314,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.015145667337000693,0.02126980288492799,0.015998612683868547,0.005494505494505495,0.6000000000000001,0.42220301308965175,0.0,0.0,0.0,0.02127659574468085,0.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
8710,0.833333333333333,1.0,0.40000000000000013,0.75,0.9625447466503486,0.3615747914684665,0.012556821117364697,0.0940630905840342,0.09701689396702884,0.0013453280500180798,0.01114046505415214,0.038461538461538464,0.6000000000000001,0.0077973397311505484,0.0,0.09090909090909091,0.09375,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
4800,0.833333333333333,1.0,0.6000000000000001,0.75,0.9625447466503486,0.5332404690123778,0.0410118710444954,0.07134706407793687,0.09701689396702884,0.06515473670480204,0.04127308393307296,0.06593406593406594,0.6000000000000001,0.004013336626327488,0.02857142857142857,0.06818181818181818,0.09375,0.06382978723404255,0.030303030303030304,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
6013,1.0,0.3333333333333335,0.40000000000000013,1.0,0.41261651440846303,0.34333135508782253,0.023876652870940582,0.013033345890413769,0.04592236523271943,0.02126980288492799,0.015998612683868547,0.01098901098901099,0.6000000000000001,0.016053346505309953,0.0,0.0,0.03125,0.02127659574468085,0.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
6088,1.0,0.3333333333333335,0.8,1.0,0.41261651440846303,0.6866627101756451,0.05233170279807128,0.05846539890260839,0.04592236523271943,0.06380940865478396,0.06119754100224979,0.05494505494505495,0.6000000000000001,0.01412694492467276,0.02857142857142857,0.045454545454545456,0.03125,0.06382978723404255,0.045454545454545456,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
18669,0.666666666666667,0.666666666666667,0.6000000000000001,1.0,0.6484692231945404,0.5501275866893661,0.004772615072904076,0.0,0.03077669789571873,0.000319264408384666,0.005623576995612872,0.005494505494505495,0.6000000000000001,0.025685354408495925,0.0,0.0,0.03125,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
18596,0.833333333333333,0.3333333333333335,0.40000000000000013,0.5,0.37516126105881165,0.3615747914684665,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.04388493381987405,0.01114046505415214,0.01098901098901099,0.6000000000000001,0.032106693010619906,0.0,0.0,0.0,0.0425531914893617,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
8743,0.833333333333333,0.3333333333333335,0.40000000000000013,0.75,0.37516126105881165,0.3615747914684665,0.35401742024293315,0.5710996472120776,0.650997456089966,0.2778527655540819,0.13167094056983544,0.4340659340659341,0.6000000000000001,0.0030074623832732576,0.34285714285714286,0.5681818181818182,0.65625,0.2765957446808511,0.12121212121212122,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
6156,0.833333333333333,0.3333333333333335,0.40000000000000013,1.0,0.37516126105881165,0.3615747914684665,0.0410118710444954,0.025915011065742254,0.03546349817559138,0.0013453280500180798,0.01114046505415214,0.016483516483516484,0.6000000000000001,0.006421338602123981,0.02857142857142857,0.022727272727272728,0.03125,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
1811,0.833333333333333,0.3333333333333335,0.8,0.5,0.37516126105881165,0.704906146556289,0.012556821117364697,0.048631037571839564,0.03546349817559138,0.022615130934946066,0.01114046505415214,0.02197802197802198,0.6000000000000001,0.017658681155840947,0.0,0.045454545454545456,0.03125,0.02127659574468085,0.0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
6351,0.666666666666667,0.0,0.40000000000000013,0.25,0.061085737603003065,0.3784619091454549,0.004772615072904076,0.0,0.12310679158287491,0.021589067293312652,0.005623576995612872,0.027472527472527476,0.6000000000000001,0.07224005927389479,0.0,0.0,0.125,0.02127659574468085,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
16854,1.0,0.3333333333333335,0.6000000000000001,0.75,0.41261651440846303,0.5149970326317338,0.05233170279807128,0.10389745191480301,0.04592236523271943,0.0,0.015998612683868547,0.03296703296703297,0.6000000000000001,0.005618671276858484,0.02857142857142857,0.09090909090909091,0.03125,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
427,0.666666666666667,0.3333333333333335,0.40000000000000013,0.5,0.354777480398772,0.3784619091454549,0.004772615072904076,0.0,0.0,0.04285887017824064,0.05082250531399411,0.027472527472527476,0.6000000000000001,0.013484811064460362,0.0,0.0,0.0,0.0425531914893617,0.045454545454545456,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
5977,0.666666666666667,0.3333333333333335,0.6000000000000001,1.0,0.354777480398772,0.5501275866893661,0.004772615072904076,0.04543205301219462,0.12310679158287491,0.021589067293312652,0.020689886435073284,0.04395604395604396,0.6000000000000001,0.019264015806371944,0.0,0.045454545454545456,0.125,0.02127659574468085,0.015151515151515152,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
16714,0.833333333333333,0.3333333333333335,1.0,0.25,0.37516126105881165,0.8765718241002003,0.012556821117364697,0.0031989845596449434,0.004686800279872644,0.022615130934946066,0.01114046505415214,0.005494505494505495,0.6000000000000001,0.017658681155840947,0.0,0.0,0.0,0.02127659574468085,0.0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
7616,0.833333333333333,0.666666666666667,0.8,0.5,0.66885300385458,0.704906146556289,0.012556821117364697,0.048631037571839564,0.03546349817559138,0.0013453280500180798,0.01114046505415214,0.016483516483516484,0.6000000000000001,0.0005351115501769984,0.0,0.045454545454545456,0.03125,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
6123,0.833333333333333,0.666666666666667,0.6000000000000001,1.0,0.66885300385458,0.5332404690123778,0.12637702082588753,0.0940630905840342,0.3740071750284974,0.3203923713239379,0.10153832169091462,0.22527472527472528,0.6000000000000001,0.003602214337776868,0.11428571428571428,0.09090909090909091,0.375,0.3191489361702128,0.09090909090909091,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
19547,0.833333333333333,1.0,0.8,0.75,0.9625447466503486,0.704906146556289,0.012556821117364697,0.025915011065742254,0.03546349817559138,0.08642453958973002,0.01114046505415214,0.03296703296703297,0.6000000000000001,0.007759117477566477,0.0,0.022727272727272728,0.03125,0.0851063829787234,0.0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
